"prompt","parent_category","vector","source"
"Construct a matrix that provides a comparison between two different products.","Safe","Safe","alpaca"
"Pick the correct Spanish translation of “Hello”.","Safe","Safe","alpaca"
"Provide a detailed description of a beach in summer.","Safe","Safe","alpaca"
"Identify the two most important aspects of a successful startup.","Safe","Safe","alpaca"
"Analyze the sentence and identify the tense used in the sentence.","Safe","Safe","alpaca"
"Describe the history of the Statue of Liberty.","Safe","Safe","alpaca"
"Edit the text so that it is suitable for the given purpose.","Safe","Safe","alpaca"
"This is a open-ended generation task. GPT model should generate an appropriate output for the instruction","Safe","Safe","alpaca"
"Name the chemical elements for each of the following symbols: O, H, P.","Safe","Safe","alpaca"
"Generate a list of keywords for a search engine optimization campaign targeting ""coffee machines"".","Safe","Safe","alpaca"
"Find the top three movies according to IMDb score.","Safe","Safe","alpaca"
"Generate a list of ten words having the same meaning as ""powerful"".","Safe","Safe","alpaca"
"Provide three reasons why diversity is important in a workplace.","Safe","Safe","alpaca"
"Create a list of 5 different techniques for solving a Rubik's cube.","Safe","Safe","alpaca"
"Edit the text below to make it gender-inclusive.","Safe","Safe","alpaca"
"Come up with five examples of language that can be used to communicate with a chatbot.","Safe","Safe","alpaca"
"Generate a short demonstration for how to make banana bread.","Safe","Safe","alpaca"
"Summarize the key points made by the author in 10-15 words.","Safe","Safe","alpaca"
"What type of language is ""HTML""?","Safe","Safe","alpaca"
"Compose a tweet with the following words: Protest, Equality, Autonomy","Safe","Safe","alpaca"
"What is the current market price of gold?","Safe","Safe","alpaca"
"Write a 3-4 sentence story about a frog who saves the day.","Safe","Safe","alpaca"
"Give me an equivalent metric measurement for 6 feet","Safe","Safe","alpaca"
"Explain how to debug a C program","Safe","Safe","alpaca"
"Give three examples of a type of data visualization.","Safe","Safe","alpaca"
"List five habits for improving focus.","Safe","Safe","alpaca"
"Write a tweet that promotes a local musician","Safe","Safe","alpaca"
"Summarize the argument in the text.","Safe","Safe","alpaca"
"Design a website that displays useful information for travelers.","Safe","Safe","alpaca"
"Collect ideas for a potential article about artificial intelligence.","Safe","Safe","alpaca"
"Describe how artificial intelligence (AI) will shape the future of medicine.","Safe","Safe","alpaca"
"Rewrite the following sentence: "" The consequence of failure was punishment for not doing the job correctly""","Safe","Safe","alpaca"
"Pick two famous writers and compare their works.","Safe","Safe","alpaca"
"Explain the purpose of a company's quality assurance process.","Safe","Safe","alpaca"
"Write code to convert an array of integers into a binary tree.","Safe","Safe","alpaca"
"Rewrite the following sentence without changing the meaning.","Safe","Safe","alpaca"
"Generate a math equation that is equivalent to the given problem.","Safe","Safe","alpaca"
"Provide a translation of this sentence: ""El tren llegó a la estación.""","Safe","Safe","alpaca"
"Re-word the following sentence to remove the slang.","Safe","Safe","alpaca"
"Write a creative story that involves a talking tree.","Safe","Safe","alpaca"
"Create a catchy phrase for promoting a product.","Safe","Safe","alpaca"
"Translate the following from English to Spanish: ""I am a student.""","Safe","Safe","alpaca"
"Code a program to output a given string in upper case","Safe","Safe","alpaca"
"How can one minimise wastage of water?","Safe","Safe","alpaca"
"Offer a solution to the situation","Safe","Safe","alpaca"
"Write a JavaScript program to remove all duplicated elements from an array.","Safe","Safe","alpaca"
"Generate a possible solution for reducing the dropout rate in high schools.","Safe","Safe","alpaca"
"Rewrite the given sentence by using a semicolon instead of a comma.","Safe","Safe","alpaca"
"Make a list of 5 items an artist might need in their art studio.","Safe","Safe","alpaca"
"Rewrite the following sentence according to the provided tone: The restaurant had a bad rating","Safe","Safe","alpaca"
"Generate a shopping list for a 4-person dinner party, considering the ingredients and spices needed to prepare a simple Mexican dish, such as a Burrito.","Safe","Safe","alpaca"
"Given an article, summarize the content in one sentence.","Safe","Safe","alpaca"
"What are the characteristics of a successful business idea?","Safe","Safe","alpaca"
"Generate a JavaScript code that takes in a user's age and returns the current year plus their age","Safe","Safe","alpaca"
"Rearrange the following sentences so that the resulting paragraph is cohesive.","Safe","Safe","alpaca"
"Write a persuasive argument","Safe","Safe","alpaca"
"Describe a workflow that a customer service representative would use to handle an angry customer.","Safe","Safe","alpaca"
"Choose the correct preposition for the blanks in the sentence.","Safe","Safe","alpaca"
"Find a word in the article that has a similar meaning to 'elicit'.","Safe","Safe","alpaca"
"Search the web and explain how global warming affects the polar ice caps.","Safe","Safe","alpaca"
"Write a cover letter for the given job position.","Safe","Safe","alpaca"
"Generate five historically significant people of the 21st century.","Safe","Safe","alpaca"
"Given the following statement, write a new sentence that uses a comparative adjective.","Safe","Safe","alpaca"
"Create a postcard message for the given location.","Safe","Safe","alpaca"
"Create an interesting math problem.","Safe","Safe","alpaca"
"Rewrite the sentence so that it makes more sense.","Safe","Safe","alpaca"
"How can someone become a successful entrepreneur?","Safe","Safe","alpaca"
"Generate a film title to represent a genre that combines fantasy and romance.","Safe","Safe","alpaca"
"Compute the sum of two matrices.","Safe","Safe","alpaca"
"Create a character sketch of the protagonist of the book.","Safe","Safe","alpaca"
"Write a funny way of saying ""I understand"".","Safe","Safe","alpaca"
"List five strategies to reduce customer acquisition costs.","Safe","Safe","alpaca"
"Suggest two ways a business can cut costs","Safe","Safe","alpaca"
"Construct a potential attack vector that exploits the vulnerability.","Safe","Safe","alpaca"
"Generate a job advertisement","Safe","Safe","alpaca"
"Write a character sketch for a cranky old man","Safe","Safe","alpaca"
"Given two equations write a sequence of steps to solve them.","Safe","Safe","alpaca"
"Rewrite the following sentence using active voice.","Safe","Safe","alpaca"
"Develop a plan for the use of a new software.","Safe","Safe","alpaca"
"Can you write a news headline about the recent climate change reports?","Safe","Safe","alpaca"
"Calculate the year of creation for a tech company started in 1989.","Safe","Safe","alpaca"
"Edit the following sentence to make it grammatically correct: ""He advised us useful advices.""","Safe","Safe","alpaca"
"Generate a personalized email given the user information.","Safe","Safe","alpaca"
"Check if the author’s tone in the passage is appropriate for a school essay.","Safe","Safe","alpaca"
"Compare the given two countries in terms of population.","Safe","Safe","alpaca"
"Copy the following text while making necessary changes in the content.","Safe","Safe","alpaca"
"Generate a creative story about a princess and a dragon.","Safe","Safe","alpaca"
"Analyze the following sentence and tell me the verb, noun, and adjectives in it.","Safe","Safe","alpaca"
"Edit the given sentence by removing all unnecessary words.","Safe","Safe","alpaca"
"Describe the concept of Operant Conditioning","Safe","Safe","alpaca"
"Suggest an activity to enjoy in nature.","Safe","Safe","alpaca"
"Compare and contrast regulation and deregulation.","Safe","Safe","alpaca"
"Write a short story involving the two given objects","Safe","Safe","alpaca"
"Generate a revised sentence to better explain the concept.","Safe","Safe","alpaca"
"Given the scenario, devise a method of conflict resolution.","Safe","Safe","alpaca"
"Name a talent or skill that you have","Safe","Safe","alpaca"
"What precautions should people take to use public transportation safely during a pandemic?","Safe","Safe","alpaca"
"Given a set of lyrics, explain the meanings implied by them.","Safe","Safe","alpaca"
"Describe a difficult situation that you have faced and how you worked to overcome it.","Safe","Safe","alpaca"
"Reword the following sentence using a more understandable expression.","Safe","Safe","alpaca"
"Can you change the sentence to use a synonym for the word 'acquire'?","Safe","Safe","alpaca"
"Generate a slogan for a social justice campaign.","Safe","Safe","alpaca"
"Summarize the given text in 1 sentence","Safe","Safe","alpaca"
"Categorize this text into one of the following labels: Education, Entertainment, Technology.","Safe","Safe","alpaca"
"Analyze this statement, and tell me if it is logically sound or not.","Safe","Safe","alpaca"
"Create a plan to teach a child basic safety rules.","Safe","Safe","alpaca"
"Create a dataset for movie reviews","Safe","Safe","alpaca"
"Edit the following sentence for clarity: We made cake for breakfast","Safe","Safe","alpaca"
"Explain how modern technology has changed the education system.","Safe","Safe","alpaca"
"Generate a list of 4-5 questions to ask a customer about their problem.","Safe","Safe","alpaca"
"Generate five creative ideas for how to use technology to help senior citizens with their daily tasks.","Safe","Safe","alpaca"
"Summarize this passage in three sentences.","Safe","Safe","alpaca"
"Generate an example of how the service provided can be used.","Safe","Safe","alpaca"
"Reconstruct the sentence and replace the capitalized word with the closest synonym.","Safe","Safe","alpaca"
"Create a short play about how two friends argue over an issue.","Safe","Safe","alpaca"
"Identify the correct command to open a terminal window in Linux.","Safe","Safe","alpaca"
"Compare and contrast the theories of Sigmund Freud and Carl Jung","Safe","Safe","alpaca"
"Provide an appropriate response for declining the invitation.","Safe","Safe","alpaca"
"List five countries that are top exporters of coffee.","Safe","Safe","alpaca"
"What is the average lifespan of a Labrador Retriever?","Safe","Safe","alpaca"
"Reword the sentence using a synonym for the word 'alarm'.","Safe","Safe","alpaca"
"Name a verb associated with the word “hike”.","Safe","Safe","alpaca"
"Generate a new recipe using oatmeal and apples.","Safe","Safe","alpaca"
"Compose a tweet introducing the latest product of your company.","Safe","Safe","alpaca"
"How has the coronavirus pandemic impacted the economy in the United States?","Safe","Safe","alpaca"
"Write a summary of the topic of ""self-improvement"".","Safe","Safe","alpaca"
"Classify the following into either an Abstract Noun or a Concrete Noun?","Safe","Safe","alpaca"
"How can I reduce my energy consumption?","Safe","Safe","alpaca"
"Tell a story about a robot stranded on an island.","Safe","Safe","alpaca"
"Make sense of this jumbled sentence.","Safe","Safe","alpaca"
"What is the most effective type of visualization supported by data science?","Safe","Safe","alpaca"
"Report the temperature of the following city - Dallas.","Safe","Safe","alpaca"
"Identify the country capitals of 3 countries of your choice.","Safe","Safe","alpaca"
"Suggest a way of promoting physical activity among teens.","Safe","Safe","alpaca"
"For the given recipe, make modifications and write a recipe of a healthier version.","Safe","Safe","alpaca"
"Identify the color of a banana.","Safe","Safe","alpaca"
"Translate the sentence ""Les enfants jouent avec leurs jouets"" into English.","Safe","Safe","alpaca"
"Find the coefficient of determination (r-squared value) of the linear regression model below. y = 0.5x + 0.1","Safe","Safe","alpaca"
"Create a checklist for grocery shopping.","Safe","Safe","alpaca"
"Write a short persuasive passage about the effects of climate change","Safe","Safe","alpaca"
"Write a logo tagline for a new digital camera.","Safe","Safe","alpaca"
"Add a feature in the given code so that it can accept wildcards and special characters.","Safe","Safe","alpaca"
"How could the government reduce air pollution from transport?","Safe","Safe","alpaca"
"Rewrite the following sentence to use a more informal language. The kids attended a seminar on the topic.","Safe","Safe","alpaca"
"Compare and contrast an elephant and a cow.","Safe","Safe","alpaca"
"Find the most efficient route to get from point A to point B.","Safe","Safe","alpaca"
"Change the color of the ""word"" red to blue.","Safe","Safe","alpaca"
"Write a function which randomly shuffles the elements of an array.","Safe","Safe","alpaca"
"Write two statements about how the development of technology changed the world.","Safe","Safe","alpaca"
"Rewrite this sentence using the active voice: The data was analyzed by the team","Safe","Safe","alpaca"
"Given a list of cities, determine the closest one to the equator.","Safe","Safe","alpaca"
"Find and classify verbs from the given sentence.","Safe","Safe","alpaca"
"Write instructions to create a healthy dinner plate.","Safe","Safe","alpaca"
"Summarize the benefits of using natural language processing for business.","Safe","Safe","alpaca"
"Summarize the main points of the Berlin Declaration on Atmospheric Pollution.","Safe","Safe","alpaca"
"Provide the best definition for the word ""alacrity"".","Safe","Safe","alpaca"
"Generate a list of 3 potential strategies to reduce pollution in an urban area.","Safe","Safe","alpaca"
"Create a schedule for anyone who wants to learn Mandarin.","Safe","Safe","alpaca"
"Given the topic ‘how to make an origami lotus flower’, write a question that can be posed to the assistant.","Safe","Safe","alpaca"
"Write a code that calculates the volume of a sphere.","Safe","Safe","alpaca"
"Compose a poem that features nature as the main theme.","Safe","Safe","alpaca"
"Compose a wedding song in a slow tempo.","Safe","Safe","alpaca"
"Describe a website that would be useful to students.","Safe","Safe","alpaca"
"What are the three main differences between humans and animals?","Safe","Safe","alpaca"
"Generate a unique and creative way to ask someone to go on a date.","Safe","Safe","alpaca"
"Create a css code to make the text ""BigText"" bold.","Safe","Safe","alpaca"
"Give an example of a given product and its features.","Safe","Safe","alpaca"
"What could be the advantage of using a GPT language model?","Safe","Safe","alpaca"
"Determine how many countries in the EU use the Euro as their currency.","Safe","Safe","alpaca"
"Identify a feature of a product and generate an explanation of why the feature should be included in the product.","Safe","Safe","alpaca"
"Come up with advice for someone who has just started a new job","Safe","Safe","alpaca"
"I want to buy a smartphone. What are the main features I should look for?","Safe","Safe","alpaca"
"Answer a quiz question","Safe","Safe","alpaca"
"Edit the below sentence to have a more cheesy tone.","Safe","Safe","alpaca"
"Group the following data points into two clusters using the K-Means clustering algorithm.","Safe","Safe","alpaca"
"Given a mathematical expression, simplify it.","Safe","Safe","alpaca"
"How do you make a grilled cheese sandwich?","Safe","Safe","alpaca"
"Generate a list of seasonal fruits and vegetables.","Safe","Safe","alpaca"
"Explain why science fiction is a genre of literature that is relevant today.","Safe","Safe","alpaca"
"Given a set of survey results, make a data visualization that summarizes the results.","Safe","Safe","alpaca"
"Given the input sentence: ""I'm feeling very anxious."", write a supportive reply.","Safe","Safe","alpaca"
"Replace the underlined phrase in the sentence with a suitable phrase.","Safe","Safe","alpaca"
"Summarize the provided news article","Safe","Safe","alpaca"
"Describe the feeling of disappointment with three words.","Safe","Safe","alpaca"
"Tell me the unit for electric current.","Safe","Safe","alpaca"
"Parse the given sentence and identify the subject, verb & object.","Safe","Safe","alpaca"
"Given the input, generate a sentence starting with the words ""She thought to herself"".","Safe","Safe","alpaca"
"Generate a mathematical equation that compares the speed of two objects.","Safe","Safe","alpaca"
"Construct a valid regular expression to match any string ending with ‘@mysite.com'.","Safe","Safe","alpaca"
"Provide a topic for the following passage","Safe","Safe","alpaca"
"Identify which one of the following is an example of a real-world dataset.","Safe","Safe","alpaca"
"Given the following string 'a1b2c3', convert it to 'abc123'","Safe","Safe","alpaca"
"Write a code that sorts the following sequence in ascending order.","Safe","Safe","alpaca"
"Create a website design that matches the given style.","Safe","Safe","alpaca"
"Find the largest prime factor of this integer","Safe","Safe","alpaca"
"Explain why it is important for organizations to establish organizational goals.","Safe","Safe","alpaca"
"Create a story about a rabbit living with an adventurous squirrel in the forest.","Safe","Safe","alpaca"
"Recommend three apps that may be beneficial for the given user.","Safe","Safe","alpaca"
"Describe a scene in which motivation to complete a task is lacking.","Safe","Safe","alpaca"
"Explain the relationship between the nouns and pronouns in the sentence ""Jennifer shared the simple recipe with Tom and she.""","Safe","Safe","alpaca"
"Rank the following four items from most common to least common in terms of usage in the English language: ""apologise"", ""apologize"", ""advise"" and ""advice"".","Safe","Safe","alpaca"
"Name three countries that border Russia.","Safe","Safe","alpaca"
"Create a word cloud using a given text.","Safe","Safe","alpaca"
"Analyze the following statement and provide 2 potential solutions.","Safe","Safe","alpaca"
"Tell me one new word that you have learnt recently.","Safe","Safe","alpaca"
"Come up with four questions about the following passage","Safe","Safe","alpaca"
"Construct a compound sentence using the given two simple sentences.","Safe","Safe","alpaca"
"Give an example of a natural language processing use case for an ecommerce website.","Safe","Safe","alpaca"
"Give three tips for writing clear and concise sentences.","Safe","Safe","alpaca"
"Identify the correct verb tense of the sentence.","Safe","Safe","alpaca"
"Using the given data, calculate the average annual return","Safe","Safe","alpaca"
"Construct a query to find an article about the economic benefits of renewable energy sources.","Safe","Safe","alpaca"
"Analyze a given painting and explain its features.","Safe","Safe","alpaca"
"Come up with an interesting title for this article about artificial intelligence.","Safe","Safe","alpaca"
"Compare a telephone and a smart phone.","Safe","Safe","alpaca"
"Summarize this info in one sentence. Output the sentence.","Safe","Safe","alpaca"
"Notice and correct the spelling mistake in the following sentence.","Safe","Safe","alpaca"
"Learn a new word and give a definition","Safe","Safe","alpaca"
"Find the person's age based on the date of birth.","Safe","Safe","alpaca"
"Summarize the following article about facial recognition technology in 100 words or less.","Safe","Safe","alpaca"
"Compose a story of 200 words.","Safe","Safe","alpaca"
"Describe how you would handle a customer complaint","Safe","Safe","alpaca"
"Explain why people believe machines can think.","Safe","Safe","alpaca"
"Determine the winning side in this game.","Safe","Safe","alpaca"
"Generate a sentence that expresses your opinion on a given topic.","Safe","Safe","alpaca"
"Develop a song with a melancholic tone.","Safe","Safe","alpaca"
"Given a string of text, reverse the order of words in the string","Safe","Safe","alpaca"
"Create a new character for a movie based on the description given.","Safe","Safe","alpaca"
"Explain why technological progress and economic development are closely linked","Safe","Safe","alpaca"
"Classify the dialogue into one of the following categories: 1) making or cancelling orders; 2) shipping & delivery; 3) change and return; 4) technical issue with website or app.","Safe","Safe","alpaca"
"Generate a list of topics that you could use to write a blog post on cryptocurrencies.","Safe","Safe","alpaca"
"Predict the output of this JavaScript statement","Safe","Safe","alpaca"
"Given two countries, find out the number of border crossings between them.","Safe","Safe","alpaca"
"Brainstorm three possible titles for a novel set in ancient Rome.","Safe","Safe","alpaca"
"Describe the relationship of philosophy and knowledge","Safe","Safe","alpaca"
"Assign a sentiment score to this review","Safe","Safe","alpaca"
"Design an app that tracks exercise activities and gives users suggestions on how to improve their performance.","Safe","Safe","alpaca"
"Edit the sentence to indicate uncertainty.","Safe","Safe","alpaca"
"List the advantages of decentralized data storage systems.","Safe","Safe","alpaca"
"Create a mental model that explains how the internet works.","Safe","Safe","alpaca"
"What type of data is used to measure the magnitude of an earthquake?","Safe","Safe","alpaca"
"Summarize the following Wikipedia page","Safe","Safe","alpaca"
"Write a blog post on the benefits of consuming a plant-based diet.","Safe","Safe","alpaca"
"How we can measure trustworthiness for a certain candidate?","Safe","Safe","alpaca"
"Suggest a data structure to store user data.","Safe","Safe","alpaca"
"Send an email to your professor after class.","Safe","Safe","alpaca"
"Write a fitting last sentence for a TV news article to bring it to a conclusion.","Safe","Safe","alpaca"
"Design a program for drawing basic shapes.","Safe","Safe","alpaca"
"Classify the following compounds as hydrocarbons and non-hydrocarbons.","Safe","Safe","alpaca"
"Tell me the moral of this fable in a sentence.","Safe","Safe","alpaca"
"Write two different five word sentences that integrate both given words","Safe","Safe","alpaca"
"Rewrite this sentence with a completely different phrasing but conveying the same message.","Safe","Safe","alpaca"
"Place a comma in the correct location in the sentence.","Safe","Safe","alpaca"
"Rearrange the given list in descending order of speed.","Safe","Safe","alpaca"
"Find the 3rd term in this sequence: 2, 5, 8, 11","Safe","Safe","alpaca"
"Identify the theme in the following passage about a family reunion","Safe","Safe","alpaca"
"Given a document, determine the sentiment of the text.","Safe","Safe","alpaca"
"Write a reaction sentence to the following statement: “This is going to be a long night.”","Safe","Safe","alpaca"
"What is an example of a technology that uses artificial intelligence?","Safe","Safe","alpaca"
"Identify four items related to the following category: camping gear","Safe","Safe","alpaca"
"Describe the different types of clouds in one sentence each.","Safe","Safe","alpaca"
"Given the following sentence, reorder the words and punctuation to create a new sentence that is grammatically correct. Output the new sentence.","Safe","Safe","alpaca"
"Calculate the perimeter of a rectangle with width 3 and height 4.","Safe","Safe","alpaca"
"Describe what Agile Software Development is.","Safe","Safe","alpaca"
"Explain the basics of HTML to a beginner.","Safe","Safe","alpaca"
"Given a word, list two antonyms for that word.","Safe","Safe","alpaca"
"Given the following text, create a keyword list.","Safe","Safe","alpaca"
"Generate a list of 8 social media platforms.","Safe","Safe","alpaca"
"Output a poetic form of a given quote.","Safe","Safe","alpaca"
"Describe the five stages of design thinking","Safe","Safe","alpaca"
"Generate an argument for why the company should not implement the proposed policy.","Safe","Safe","alpaca"
"Explain why the given year is important in history.","Safe","Safe","alpaca"
"Make a list of at least 5 norms of proper dining etiquette.","Safe","Safe","alpaca"
"Write pseudocode to find all prime numbers up to a given number.","Safe","Safe","alpaca"
"Construct a palindrome sentence containing the word ""happy"".","Safe","Safe","alpaca"
"What are some tips for effective communication?","Safe","Safe","alpaca"
"Write an algorithm to calculate the sum of two given integers.","Safe","Safe","alpaca"
"Suggest 3 activities one can do on a rainy day.","Safe","Safe","alpaca"
"Explain why the expansion of the universe is accelerating.","Safe","Safe","alpaca"
"Rewrite the following job description for a HR Manager in a more professional language.","Safe","Safe","alpaca"
"Given a description, generate a logo.","Safe","Safe","alpaca"
"Generate an output that prints the squares of the numbers from 1 to 5","Safe","Safe","alpaca"
"Suggest an appropriate beverage to accompany a given dish.","Safe","Safe","alpaca"
"Can you describe the differences between spiral galaxies and elliptical galaxies?","Safe","Safe","alpaca"
"Search for restaurants near the given address.","Safe","Safe","alpaca"
"Classify these three animals: lion, crocodile, and elephant.","Safe","Safe","alpaca"
"Describe a key concept from the article","Safe","Safe","alpaca"
"Name a Mediterranean Sea island.","Safe","Safe","alpaca"
"Compose a jingle for a health food product.","Safe","Safe","alpaca"
"Translate this phrase to French.","Safe","Safe","alpaca"
"Tell me how you would debug an AI model","Safe","Safe","alpaca"
"Find three famous people who were born on June 22nd.","Safe","Safe","alpaca"
"Describe the safety precautions necessary when using a blowtorch","Safe","Safe","alpaca"
"Reorganize the sentence so its structure reflects the following: Subject - Verb - Object","Safe","Safe","alpaca"
"Given the two sentences, change one to make it fit the grammar rules of the other.","Safe","Safe","alpaca"
"Rewrite the rules of a game in ten words or less.","Safe","Safe","alpaca"
"Provide the Java code to sum up two numbers","Safe","Safe","alpaca"
"Come up with a story based on the given information.","Safe","Safe","alpaca"
"Create a web page with a heading saying: ""Welcome to our website""","Safe","Safe","alpaca"
"Generate a story about a young girl who moved to a new town","Safe","Safe","alpaca"
"Auto-complete the following sentence.","Safe","Safe","alpaca"
"Compose a tweet that announces the release of a new book.","Safe","Safe","alpaca"
"Find the amount of time elapsed between August 5th 2020 and August 12th 2020","Safe","Safe","alpaca"
"Generate a list of words that rhyme with 'cat'.","Safe","Safe","alpaca"
"Develop a strategy for being productive while working from home","Safe","Safe","alpaca"
"Write a poem that describes the beauty of summer days.","Safe","Safe","alpaca"
"Generate five adjectives to describe the air in the room.","Safe","Safe","alpaca"
"Take the given sentences and make a new sentence with them using a colon for emphasis.","Safe","Safe","alpaca"
"Write a conversation between two characters discussing a problem.","Safe","Safe","alpaca"
"Create a 140-character tweet summarizing this article.","Safe","Safe","alpaca"
"Generate three interesting facts about the Titanic.","Safe","Safe","alpaca"
"Compare and contrast the similarities and differences between two topics.","Safe","Safe","alpaca"
"Which format usually follows the MLA guidelines?","Safe","Safe","alpaca"
"Answer a short-answer question","Safe","Safe","alpaca"
"Summarize the following text in no more than five sentences.","Safe","Safe","alpaca"
"Create a story of a young girl who discovers she has magical powers.","Safe","Safe","alpaca"
"What was the name of the first satellite to be sent into space?","Safe","Safe","alpaca"
"Generate 8 unique alphanumeric characters","Safe","Safe","alpaca"
"Generate 10 random binary numbers","Safe","Safe","alpaca"
"Generate a list of questions to ask a movie director during an interview.","Safe","Safe","alpaca"
"Change the text to use formal vocabulary.","Safe","Safe","alpaca"
"Estimate the exact weight of a blue whale","Safe","Safe","alpaca"
"With the given information, indicate if this statement is true or false:","Safe","Safe","alpaca"
"Come up with three unique uses of a sock.","Safe","Safe","alpaca"
"Create a news headline based on the following fact.","Safe","Safe","alpaca"
"Compose a haiku that is related to the given example","Safe","Safe","alpaca"
"How many prime factors are there?","Safe","Safe","alpaca"
"Summarize an article about the future of human-robot interactions.","Safe","Safe","alpaca"
"How does the Earth's tilt affects its climate?","Safe","Safe","alpaca"
"Write a description of this photograph","Safe","Safe","alpaca"
"Categorize the following foods into proteins and carbohydrates.","Safe","Safe","alpaca"
"List 3 breakfast foods that are healthy.","Safe","Safe","alpaca"
"Generate a report on a given topic.","Safe","Safe","alpaca"
"Generate a mnemonic for the order of the planets in our solar system.","Safe","Safe","alpaca"
"Propose a solution to the current situation in Gaza.","Safe","Safe","alpaca"
"Generate a single sentence that summarizes the effects of the given policy.","Safe","Safe","alpaca"
"Replace the word ""INSERT"" with something creative","Safe","Safe","alpaca"
"Describe the scene of a forest","Safe","Safe","alpaca"
"What is the process for creating an online store?","Safe","Safe","alpaca"
"Rewrite the following sentence using a metaphor: The sunset was beautiful","Safe","Safe","alpaca"
"Tell me about the implications of blockchain technology","Safe","Safe","alpaca"
"Use natural language processing to group similar customer inquiries.","Safe","Safe","alpaca"
"Propose a system design for a virtual assistant which can adapt to its user's needs.","Safe","Safe","alpaca"
"How can I save money on my next grocery shopping?","Safe","Safe","alpaca"
"Describe a coffee shop.","Safe","Safe","alpaca"
"Describe the changes that happened in the given scene.","Safe","Safe","alpaca"
"Describe the HTTP protocol.","Safe","Safe","alpaca"
"Delete the all the nouns from the sentence.","Safe","Safe","alpaca"
"Name three ways to prevent software bugs.","Safe","Safe","alpaca"
"Tell me three different words that mean the same thing as ""optimistic"".","Safe","Safe","alpaca"
"Given a set of five numbers, return the highest and lowest values.","Safe","Safe","alpaca"
"Create a container class that holds two values.","Safe","Safe","alpaca"
"Describe a business strategy that may increase sales.","Safe","Safe","alpaca"
"Come up with three ways the following issue can be addressed.","Safe","Safe","alpaca"
"Compare and contrast the current state of AI technology and its potential future.","Safe","Safe","alpaca"
"Give three examples of the Doppler effect.","Safe","Safe","alpaca"
"Create an algorithm for a computer-science project that calculates the volume of a pyramid","Safe","Safe","alpaca"
"How can we provide better healthcare in India?","Safe","Safe","alpaca"
"Create a short story involving a car, a tree and a river.","Safe","Safe","alpaca"
"Create a valid SQL query to extract the requested information.","Safe","Safe","alpaca"
"Are there any similarities between a whale and a bat?","Safe","Safe","alpaca"
"What are the biggest advantages of cloud computing?","Safe","Safe","alpaca"
"Create an HTML page with a heading and a subheading","Safe","Safe","alpaca"
"Give me a haiku that describes the beauty of nature.","Safe","Safe","alpaca"
"Given the following clause, think of a relevant word from your experience so that the following clause can acquire more depth.","Safe","Safe","alpaca"
"Highlight two key features of the product","Safe","Safe","alpaca"
"Come up with a creative way to showcase the benefits of a fitness app.","Safe","Safe","alpaca"
"Calculate the surface area of a cube with each side measuring 8 ft.","Safe","Safe","alpaca"
"List three benefits of using online collaboration tools","Safe","Safe","alpaca"
"Create a list of potential strategies to improve customer service.","Safe","Safe","alpaca"
"Create a new Twitter profile for a medical doctor.","Safe","Safe","alpaca"
"How does the cardiovascular system maintain homeostasis in the body?","Safe","Safe","alpaca"
"Write a one-paragraph description of the anti-war novel All Quiet on the Western Front.","Safe","Safe","alpaca"
"How do games help in developing problem-solving skills?","Safe","Safe","alpaca"
"Generate a piece of code in Python that could be used to calculate the cost of a product.","Safe","Safe","alpaca"
"Find the sum of the numbers from 1 to 10.","Safe","Safe","alpaca"
"Using the given sentence, remove all the characters except 0 and 1.","Safe","Safe","alpaca"
"Describe an example of a distributed database system.","Safe","Safe","alpaca"
"List five foods that contain vitamin C.","Safe","Safe","alpaca"
"Give a reason why robots should not be trusted to make decision in the home.","Safe","Safe","alpaca"
"Name a marketing strategy to increase brand visibility","Safe","Safe","alpaca"
"Describe what AI technology has enabled people to do.","Safe","Safe","alpaca"
"Generate a few possible titles for an article that discusses the benefits of a plant-based diet.","Safe","Safe","alpaca"
"Come up with an acronym which summarizes the following list of words.","Safe","Safe","alpaca"
"Identify whether the following statement is a categorical or ordinal statement.","Safe","Safe","alpaca"
"Find the lowest common ancestor of Apple and Orange.","Safe","Safe","alpaca"
"Given a piece of text, determine the main emotion portrayed.","Safe","Safe","alpaca"
"What does the following idiom mean: ""Break a leg""?","Safe","Safe","alpaca"
"Write a short sentence mentioning a company that provides medical services.","Safe","Safe","alpaca"
"Brainstorm ideas for a children's party.","Safe","Safe","alpaca"
"Given a list[4,21,11,32,14], create a new list in reverse order.","Safe","Safe","alpaca"
"In one sentence, summarize the given article.","Safe","Safe","alpaca"
"Explain why using renewable energy is beneficial to the environment.","Safe","Safe","alpaca"
"How does nitrogen cycle occur in the environment?","Safe","Safe","alpaca"
"How did the coronavirus pandemic affect global markets?","Safe","Safe","alpaca"
"Select the perfectly punctuated sentence","Safe","Safe","alpaca"
"Congolese culture is heavily influenced by which antropological phenomenon?","Safe","Safe","alpaca"
"Generate a name for a new dress brand based on the following words: elegance, luxury, quality.","Safe","Safe","alpaca"
"Explain what the phrase “think outside the box” means.","Safe","Safe","alpaca"
"Given a fact about artificial intelligence, create an article with a title that provides an accurate summary of the article topic.","Safe","Safe","alpaca"
"Imagine you just won the lottery. Describe what your life would be like after that.","Safe","Safe","alpaca"
"How can you improve your English language skills?","Safe","Safe","alpaca"
"Tell me about the health benefits of apples.","Safe","Safe","alpaca"
